symbol,decision_date,target_21d,ret_5d,ret_21d,ret_63d,ret_126d,ret_252d,vol_21d,vol_63d,vol_126d,downside_vol_21d,downside_vol_63d,downside_vol_126d,max_drawdown_252d,dma_ratio_20,dma_ratio_50,dma_ratio_200,dist_to_52w_high,gap_proxy,range_proxy,avg_traded_value_20d,liquidity_percentile,beta_proxy,sector_relative_momentum,factor_momentum,factor_quality,factor_low_vol,factor_liquidity,factor_sector_strength,factor_size,factor_beta,sector_cat,market_cap_bucket_cat
ABB,2025-01-31,-0.11630480113708885,-1.0655227936241045,-1.0161744756052729,-1.1426295611853625,-0.7733930440730427,0.6594728621501255,-0.1316870118874379,-0.10937542616260731,-0.14968797016399513,0.5923813807613925,0.1788789008505905,0.05353514753521484,0.40542599835573384,-1.264349568317946,-1.7138044575143778,-1.1738874030689805,-0.7252181889129077,0.3049751258500732,-0.015786980222164414,-0.15973025799808363,0.4720653152357672,0.0187113730239911,-0.950264217491602,-0.9720462599556672,0.48088153452981286,-0.016261311265112256,0.21304901826861303,-0.950264217491602,-0.619773376827876,0.018711373023991066,0.0,0.0
ABBOTINDIA,2025-01-31,0.20504101508025374,-0.8928268179481293,-0.7184527758552604,-0.1647296540812461,0.12753229235719302,-0.05417495463816038,-0.9258481520736574,-0.9717011374321515,-1.1484804746774897,-0.9214354331011998,-0.7302474628245353,-0.9215652412058363,-1.1811078377309734,-1.1328866161603133,-0.4316995553607729,0.06348831289156001,0.8807393792926466,-0.7507081460450847,-0.9704553428444685,-0.545083262177241,-0.18882612609430705,-1.1954488320883199,0.1154055975141867,-0.05397057160265885,0.5835299225498523,1.1904836080269703,-0.49915369047551716,0.1154055975141867,-0.619773376827876,-1.19544883208832,0.0,0.0
ABCAPITAL,2025-01-31,-0.1384692569262499,0.9815170768082117,0.7074100183120284,-0.3429476767186206,-0.4530886852109126,0.13957306138186282,-0.2856318384624579,-0.5495065356482057,-0.3673759297979139,-0.06851388971573037,-0.35595516683902795,-0.211141086824735,0.06400624144745472,0.9348402782159813,0.4123900182161536,-0.6216914082809224,-0.07776089030488664,-0.09735405075671251,-0.22931798864450634,-0.4601100658311643,0.1416195945707301,-0.19376666287066316,-0.1465109397155054,-0.2796119492810534,0.08789017379219466,0.1969087154877272,-0.2796751672624255,-0.1465109397155054,-0.619773376827876,-0.19376666287066321,0.0,0.0
ABFRL,2025-01-31,-0.1251780171626803,0.06868758960087366,0.6165251619849296,-0.29081135606334624,-0.47104815966818914,0.40608396376678274,0.07975475810805246,-0.3743089304500636,-0.3948806455016037,0.351593230395865,-0.22230703557074136,-0.3605983791875474,-0.3857805175036974,0.4298872268767478,0.07570171446152864,-0.19092307625975674,0.21318729364536984,0.0658433708778154,-0.3367153043333993,-0.36746562965502183,0.3776522521886141,0.0794193832796067,-0.27379484853829056,-0.38926717321934723,0.5448591791384806,-0.07371864873650216,-0.09880549623036769,-0.27379484853829056,-0.619773376827876,0.07941938327960667,0.0,0.0
ABREL,2025-01-31,-0.07070378712239056,2.6971456471686768,-0.7225903094709817,-1.1916077093498318,0.21379591651166605,1.7959459638954516,1.5962892696842006,0.757295551286784,0.9435488778508806,1.2847575175642643,0.6439101804421115,0.6924043963120651,0.6274101183403128,1.7117539989027268,-1.0173239218412953,-0.16609285978662475,-0.3222085472866311,-0.02844217671134025,2.1174041991280217,-0.4779470617506147,0.09441306304715352,0.9900395371138401,-0.1208944317878037,-0.2575433002325699,1.3939325102650202,-0.9764146941572391,-0.3199260965548732,-0.1208944317878037,-0.619773376827876,0.9900395371138401,0.0,0.0
ABSLAMC,2025-01-31,-0.11359976577367903,-0.8031476627996085,-1.4244966399424217,-0.5444896002302501,0.4680770225895424,1.3623840286428297,1.0699200739140167,0.2818223070435797,0.4184925559319599,1.9014046989823843,0.7313444260194275,0.34709640261784336,-0.034779347667061866,-1.267329811450629,-1.562185879493953,0.33186274330489146,0.18311440125739573,-0.8819664301173729,2.322714130224723,-0.5571005015377373,-0.28323918914146035,0.0187113730239911,0.14111523700097953,-0.031821689616152775,1.017194362042233,-0.0199730911268402,-0.5383811882636618,0.14111523700097953,-0.619773376827876,0.018711373023991066,0.0,0.0
ABSLBANETF,2025-01-31,-0.025253529528733165,0.39083483018976345,0.5093696413232537,0.3316852942038729,0.34635961520901903,0.22020272934880958,-1.405949183219198,-1.4368202190395913,-1.6854564475747327,-1.535577529354692,-1.220516940337139,-1.3987483263427507,-1.4861805387821916,0.5165895874326519,0.42686683582718293,0.36852043617056157,1.2180191585211861,0.6895748286523875,-0.9678181386591854,-0.6225133332631784,-1.0857502250422648,-1.832882939772283,0.6599518178717924,0.4151565811563054,0.33581377549154956,1.8297970555375738,-0.8987039196115432,0.6599518178717924,-0.619773376827876,-1.8328829397722834,0.0,0.0
ABSLLIQUID,2025-01-31,2.0000200002145974e-05,-0.07570780974998381,1.050029121705998,0.6770302301768342,0.5510493952631602,-0.12729282533778863,-1.6731430347809926,-1.7231278032176867,-2.0006521203183656,-1.8130188597745711,-1.53505159762326,-1.7100872914698473,-1.7482693446004682,0.25048937190504894,0.8924088913125643,0.555680571598962,1.873374606593992,-0.042964463018646724,-1.2646015989824797,-0.6225550855428008,-1.1329567565658418,-2.164348675767944,1.0189810611679493,0.7244606592456231,0.5015022280313993,2.1611360442221237,-0.8993108217534036,1.0189810611679493,-0.619773376827876,-2.164348675767944,0.0,0.0
ABSLNN50ET,2025-01-31,-0.07821570424686841,0.020161995849389523,-0.19159670934650067,-0.17702324546169032,-0.25433611101155373,0.444540554353893,-0.7686971418248086,-0.9260163430935748,-1.2883128683241827,-0.2873501259772389,-0.40464777126168683,-0.7791199595990357,-0.7408327935507415,-0.04948158051884867,-0.3604979091620122,-0.23858133264334447,0.47965483335851544,-0.042964463018646724,-0.31133346495778697,-0.6259014977425874,-1.5578155402780323,-1.4686348782385898,-0.2170633746990535,-0.340392947673271,0.5602765977470671,1.4754708807964478,-0.972432149293812,-0.2170633746990535,-0.619773376827876,-1.4686348782385898,0.0,0.0
ACC,2025-01-31,-0.08905934799392312,-0.5764567461554707,0.6273260773538856,-0.49491358802195046,-0.4971255923221771,-0.46571729654736405,-0.5719677292616071,-0.4271573039578845,-0.8079376229247407,-0.3389763457583507,-0.02980361298306391,-0.4813802394996467,0.1290673757298044,0.44720492858275396,0.16667832100927935,-0.6116164148302453,-0.18190591282006505,0.07788764577781303,-0.9722071424238276,-0.4323266496583771,0.18882612609430705,-0.4669527090209334,-0.2675608113911274,-0.38389654353226266,-0.4190239720461193,0.471934424652518,-0.22106366309841302,-0.2675608113911274,-0.619773376827876,-0.4669527090209335,0.0,0.0
ACCELYA,2025-01-31,-0.12028122186049728,-0.8288568024971177,0.19799602817207673,-0.1645144400135214,-0.5106829382533243,-0.8234734423619504,-0.6103880699407198,-0.6959654888857154,-0.4565137154919011,-0.8108175057053034,-0.6968887779358633,0.002679995215052699,-0.09371503508410994,-0.5774561623822047,0.0036489983478139717,-0.49858533416545553,-0.3484523827681661,-2.236198281789612,-0.794456377566492,-0.6148756806388924,-0.8497175674243813,-0.0723506423594323,-0.39723177625658784,-0.49560821881097905,0.03068909509023602,0.06276175482988913,-0.8177007568646614,-0.39723177625658784,-0.619773376827876,-0.07235064235943235,0.0,0.0
ACE,2025-01-31,-0.17018633540372674,0.7678287821353507,-1.389678088292869,0.2949434924498836,0.262256028979833,1.2371694497783459,0.5354459356462073,0.5147604024961041,0.5746102572467807,0.7867655563838882,0.37687479134113966,0.14978322369422906,-0.31051183188755194,-0.1897992965368817,-0.18921775477050795,0.061967757605678936,0.39638908664059164,-0.9816086664696586,-0.7729774550497284,-0.5417858395491467,-0.14161959457073028,1.2632255832641095,0.39037253982268905,0.18291374404517521,1.0451677334863472,-1.2620620588889055,-0.4889069352427491,0.39037253982268905,-0.619773376827876,1.2632255832641097,0.0,0.0
ACEINTEG,2025-01-31,-0.16255778120184938,-0.691145704924303,-1.2451329111346696,-1.2880418188480658,-1.1169311047889816,-1.251257929483882,0.46218096406142567,0.9281717549271912,1.0832575079951106,0.9476620818994574,0.8535730164419382,0.9272022794259125,0.6106706477279857,-1.4424911807861327,-1.6629266499190896,-1.0796778367044657,-0.8487262265317609,-0.042964463018646724,0.8495655197848943,-0.626166959732725,-1.6654464321517872,0.7168534909635699,-1.4264033057167829,-1.3822405950290808,-1.2320258959790176,-0.7052178524608861,-0.9870045220325114,-1.4264033057167829,-0.619773376827876,0.7168534909635698,0.0,0.0
ACI,2025-01-31,-0.12440232240437166,0.6354503669427162,-0.7008727470672963,-0.13533383245763336,-0.8331344204966289,-0.28892113038646233,0.6470712164125614,0.053155350332368505,0.2472673635179245,-0.07775139980419797,-0.3660712376136087,-0.2971645716373014,0.3984136402449362,-0.17849676514591192,-0.8016665267791506,-0.4733350276372434,-0.2745834726334963,-2.6671812892462072,-0.34256090363110236,-0.5495105602884511,-0.2360326576178836,0.1097733884074145,-0.598360085537818,-0.668880472928113,-0.2985942963586762,-0.09500811169128041,-0.5132444214117149,-0.598360085537818,-0.619773376827876,0.10977338840741446,0.0,0.0
ACL,2025-01-31,-0.1848216754216203,-0.05046138004885888,-1.089709232633359,-0.840933493484182,-0.7884961067736437,-1.4835043859239814,-0.10231344441806904,0.035296213668898284,-0.203707715482386,0.41662892725699274,0.2120013413279775,-0.22076603228596478,0.9828563230565768,-0.6588698884017328,-0.8016486242209384,-0.8553569382279764,-1.2365277435721578,-0.042964463018646724,-0.4194644885643304,-0.6257631022125755,-1.4161959457073023,0.1704813986630301,-1.046001798367447,-1.0545242885403145,-1.1768589245987722,-0.18330708129758821,-0.9668236791909264,-1.046001798367447,-0.619773376827876,0.17048139866303008,0.0,0.0
ACLGATI,2025-01-31,-0.15663655316191805,-1.4767302413026882,-1.7517152662035642,-1.6008618965449048,-0.9093441984516462,-1.4721730790210534,0.49640081141426695,-0.11633931467817502,-0.0504817689854163,1.074319724314313,0.498839966822034,0.26019001929664076,1.0832466719246916,-1.5641448403525011,-2.2021080144467735,-1.5344622642235144,-1.313196220100531,0.8446306697183517,1.037806642796184,-0.6174205299846308,-0.8969240989479581,0.0794193832796067,-1.5260284465768645,-1.468067760708807,-1.3742680446953142,-0.0743111399245038,-0.8403162266229659,-1.5260284465768645,-0.619773376827876,0.07941938327960667,0.0,0.0
ADANIENSOL,2025-01-31,-0.13589897775105242,-1.1463613443199494,-0.00040906690565309357,-1.3524394179040413,-1.6923573374245564,-1.0317054983327816,0.9534027034371233,2.6813288067597187,1.9133595025290038,0.8865474117692117,3.3821002818678303,2.425409845807882,1.633892490592653,-0.42305107960752847,0.2727497446901255,-1.1568707753937097,-1.205474143892803,1.0831127121853124,-0.27807424743457576,-0.10778879501545635,0.5192718467593441,1.3846416037753408,-1.6477784201028702,-1.6582047831626534,-1.5006164835504425,-1.3948863476935844,0.2792812576048308,-1.6477784201028702,-0.619773376827876,1.3846416037753408,0.0,0.0
ADANIENT,2025-01-31,-0.0625054637643151,-0.3125980979840139,-0.6202527022556825,-1.2684966124948527,-1.017653003944718,-0.817539304594703,0.17782013368798646,1.6829060392392035,0.9108235270119113,0.3526364032681722,3.4478672606962864,2.341164651724043,0.7380624709138902,-0.6126051908059037,-0.060290331610767904,-1.0721090251480363,-0.9016950968529677,-0.6311970537456664,0.13390362176954743,0.296465485666995,0.8969240989479579,0.47402144994110745,-1.172079897854578,-1.1631407064429442,-1.0836523224702637,-0.48372138685396976,0.7096359029893168,-1.172079897854578,-0.619773376827876,0.47402144994110745,0.0,0.0
ADANIGREEN,2025-01-31,-0.22956242794847392,-0.36454970056822106,0.3951356868943886,-2.13610918799397,-2.030977707258142,-1.4041544962407637,1.102681284544148,2.7914888274516723,2.0962726604557558,0.23194247660799822,2.5761632605525895,1.898868183453761,1.9458552633836457,0.0667144350346541,-0.3517684324118616,-2.3842559203262597,-1.9884979383016235,0.16031105963024392,-0.21235694051917198,0.4703121458636944,1.0385436935186882,1.3239335935197252,-1.2611954110768324,-1.8281058123370364,-1.685797232899045,-1.3242622914072617,0.8645554285436877,-1.2611954110768324,1.6652496791536868,1.3239335935197252,1.0,1.0
ADANIPORTS,2025-01-31,-0.03765861645517776,0.02004734109271471,-0.3963158737286021,-1.0708909873748442,-1.124918901340434,-0.18899271457668393,-0.44017863362132953,0.46869590778664416,-0.015829907216607906,-0.5389907012607547,1.1129680632046877,0.5371466167564547,0.12869795196144895,-0.13499679708631607,-0.285300585062132,-0.9123410051845052,-0.42668460472386616,0.6683501452694801,-0.33941385155953313,0.3785694010682221,0.9441306304715348,0.1097733884074145,-1.2192566179171267,-1.2037835013647715,-0.19182690076595815,-0.11471158792584156,0.7844692094710098,-1.2192566179171267,-0.619773376827876,0.10977338840741446,0.0,0.0
ADFFOODS,2025-01-31,-0.10628465804066556,0.7888866183782371,0.00804304769950714,-0.14649739732417544,1.4439713301737354,1.099834709293468,0.5044357634153044,0.4694619390303008,1.212338402792953,1.3240080408680936,0.6950021077134223,0.3892848344525023,-0.27462483097457846,0.2640322229656408,-0.9043570860054789,0.7967456074912143,0.21968021554001246,0.33894097246736965,-0.37734184346699373,-0.6138831329420621,-0.8025110359008045,0.9293315268582244,1.2622597812972254,0.9340455375065416,0.7839603931982523,-0.9424106608321311,-0.8095737777343159,1.2622597812972254,-0.619773376827876,0.9293315268582245,0.0,0.0
ADOR,2025-01-31,-0.1387300631959073,-2.1184360871777574,-0.7895993952324218,-1.4280674616663582,-1.1486885444637438,-1.3043349985802588,0.598473547957838,0.10969614028569138,-0.24470180783818643,1.017171684266839,0.36593726303591745,-0.06410060979696981,0.7251498140252528,-1.4302086646667833,-1.1260287192403877,-1.2046061079915744,-1.0818898679255262,0.10492157445790386,-0.3800255076481376,-0.6208136087078889,-1.0385436935186882,-0.22412066799847097,-1.3803368870478134,-1.3425543259484063,-1.0304012780549967,0.21849369394590537,-0.8763314183305626,-1.3803368870478134,-0.619773376827876,-0.224120667998471,0.0,0.0
ADSL,2025-01-31,-0.1572462519386525,-1.2114776292032383,0.5335843662126705,-0.6774313211129269,1.0201951720533737,0.5632597745498945,1.8353714475128167,1.0365419033639633,1.8923527775983748,0.925272261010741,0.2361565346984158,0.4849582260221658,0.2161162828757013,0.31599303991215677,-0.04901388585470361,0.825034176424282,0.012993931550818807,-2.0956488816192858,0.26101206786251735,-0.5871842622456089,-0.4720653152357674,1.9613677012036883,0.7561949918312735,0.49807017872465625,1.3746397911689707,-1.9731646268454404,-0.6551587523227782,0.7561949918312735,-0.619773376827876,1.9613677012036885,0.0,0.0
ADVANIHOTR,2025-01-31,-0.17524828113063418,0.6468787944365663,0.0342319090208532,0.41295819094140207,-0.27659924162809885,-1.834219120632174,0.5116906723316823,-0.011782007647807792,0.07310795045180735,0.5087442023583034,-0.11828557863443213,-0.32970373126609726,2.395084706675249,0.7871534889317438,0.30564686741208597,-0.1279715010603718,-2.660138626148252,2.620262228315993,2.7945365290730972,-0.6252406695661699,-1.3217828826601488,2.080355401304695,0.020767143765931972,-0.1355017009882851,-2.399000862709878,-2.0850142401856835,-0.9502875865661278,0.020767143765931972,-0.619773376827876,2.080355401304695,0.0,0.0
ADVENZYMES,2025-01-31,-0.19305429178040634,0.04720223456594042,0.02297876714140892,-1.9591435680686766,-0.6471303161155317,-0.5067087113841472,-1.0618716225639109,0.24216691658891307,0.6193245890373684,-0.9123684690764732,1.6757633501266815,1.0599811334130902,0.7005196682786342,-0.3098111231674877,-0.46948712313467783,-0.9030232806667723,-1.1107200955110994,0.6145846226437849,-0.977371046912771,-0.6053231997870766,-0.6136849098064977,-0.0116426321038167,-1.2489808710808696,-1.2293909773388698,-0.49792513565055835,0.024446367287043164,-0.7498496950773331,-1.2489808710808696,-0.619773376827876,-0.011642632103816736,0.0,0.0
AEGISLOG,2025-01-31,0.09294025269469608,0.6779235127595186,-0.9963079588305399,-0.4106661891162438,0.06958428778401955,2.5293096423566275,1.9111169292712726,1.5106962431249522,1.112926719458456,0.83689268567168,0.8685886683291717,0.6496050224035416,0.21279185582174232,-2.134351713297691,-1.2712406181838471,-0.10994631241439169,-0.1636441779046752,0.3875574591867887,-0.7739120782046937,1.0136360811344802,1.274576351136572,1.4149956089031486,0.0879504900234961,-0.077623176146201,2.171868037495134,-1.4224138419596057,1.282170243424649,0.0879504900234961,-0.619773376827876,1.4149956089031488,0.0,0.0
AEROENTER,2025-01-31,-0.29956597222222225,1.445105061346381,2.1540552412303313,0.1104369391601064,1.127732054180259,-0.28202326493936236,2.0741386697060618,1.1806248168669067,1.5399798306037138,0.26313296429882904,0.5247943037872278,0.3799526867358526,0.22548059660715172,1.7200299671629526,1.48198160095027,0.9982293984815337,0.22463835515067662,-1.5049873116060426,-0.08592260897087924,-0.6086567938410198,-0.7080979728536511,1.0507475473694556,1.3997472415789265,1.0524911319680343,-0.2660209522462314,-1.0395269280962218,-0.7713187466358208,1.3997472415789265,-0.619773376827876,1.0507475473694556,0.0,0.0
AEROFLEX,2025-01-31,-0.3,-0.19166373251441368,2.449392876715073,3.0503578404544425,2.665642537668364,1.5024559305353307,2.7410589147791495,1.9640813410040345,1.7441944769729012,1.0273011466870465,0.6632934478090929,0.30963731239193804,-0.175219808424554,2.2864946338196828,2.562416734507024,2.564421375726846,1.7015987875722143,0.4236052345597798,1.6426708707111397,-0.39326852127308654,0.28323918914146057,0.8989775217304167,3.5937344982249466,2.9426135061971315,1.1848302022353812,-0.9055312782199358,-0.14536678017392873,3.5937344982249466,-0.619773376827876,0.8989775217304168,0.0,0.0
AETHER,2025-01-31,0.10721823554242271,0.07104637263748287,0.11038462326516608,0.43292453792162955,0.1462013681450353,-0.20916690445595496,0.2201140010016741,-0.3075467003470782,-0.10393001481671034,-0.11563180547834871,-0.21811099143727145,0.2718692466230415,-0.43025454261926555,-0.2792953004695616,0.26054373396745834,0.15595437730570774,0.25407737398900343,-2.200357669733815,-0.3335591627580944,-0.6032127975733532,-0.5664783782829209,-0.770492760299011,0.3876614583576782,0.18057814445595594,-0.12852808969979795,0.7797613889126743,-0.7371328338472656,0.3876614583576782,-0.619773376827876,-0.7704927602990111,0.0,0.0
AFFLE,2025-01-31,-0.04748168042706935,-0.46577865823873416,-1.0901667087207285,0.5113023979779525,0.7127236755429096,0.625326427267564,-0.29773573564097117,-0.043833554327325316,-0.17344753422151418,-0.10933709681903378,-0.37888255834166984,-0.6032221969939313,-0.7514727939933308,-0.7219450238077616,-0.8837735974890534,0.7362852187337899,0.48758684459448837,0.6766512861617449,-0.95797879969825,-0.5294660374954302,-0.04720653152357676,-0.37589069363751,0.7619569967781421,0.5030341521650236,0.4501295239360103,0.36735865072923135,-0.4522888997632786,0.7619569967781421,-0.619773376827876,-0.37589069363751004,0.0,0.0
AGARIND,2025-01-31,-0.22879788639365906,0.2620665749404187,-0.6086490396630418,1.109492055390283,0.20370167158635777,0.2152639459354685,0.09111192681167644,0.3281626563738263,0.2944779595871102,0.4702628034309517,0.10363915729012926,0.05065412368036847,-0.05597794295747757,-0.3550039634191178,-0.19380567396116521,0.6608426809154899,0.6355486926684124,0.436303843918393,0.3422838418638639,-0.6204424209009001,-0.9913371619951113,0.5954374704523386,0.6301460782493333,0.3894789045106448,0.340629761508587,-0.5994463471069554,-0.871930181482107,0.6301460782493333,-0.619773376827876,0.5954374704523386,0.0,0.0
AGI,2025-01-31,-0.16949045391326345,-2.696524182130036,-2.3000067458112508,-0.7118691183467869,0.6843460902055172,-0.14078688870590889,2.591575176924641,2.100446077159817,1.6334827549009832,3.4125643337768077,2.465814851307539,1.9064833946670974,0.8645652964349274,-2.842953804221491,-2.5671016286004367,-0.2925474555487606,-0.9900914941918869,0.4544498155827499,2.5290873748913283,-0.5134435677417235,0.047206531523576574,1.141809562752879,0.047475618161451544,-0.11249232165685294,-0.5396611387800091,-1.1282958546918496,-0.4079931713092611,0.047475618161451544,-0.619773376827876,1.1418095627528793,0.0,0.0
AGRITECH,2025-01-31,-0.3,0.2220384050573259,-0.2897999568956432,-0.04363086475553307,-0.6049241217481909,-0.4626945119996163,1.2856690988834232,1.134578712621467,0.986840832295405,2.84642352406636,0.9800427028256344,0.6200378203469269,0.7853812162111156,0.3572394626323978,0.00868408418979307,-0.20319791665001888,-0.6877104403260952,-2.0306484994616185,2.8707543962145152,-0.6248696321431728,-1.2273698196129952,1.4757036191587642,-0.3952908922995489,-0.49393614520076606,-0.5552159383643339,-1.471956416505554,-0.9409367931602886,-0.3952908922995489,-0.619773376827876,1.4757036191587642,0.0,0.0
AGROPHOS,2025-01-31,-0.3,2.6323354430408794,1.160083176758786,0.08091068533431857,-0.09901208817064673,-0.5854032625451173,1.6514099876425898,0.6573859582108547,0.9633632104584253,0.03609844728554142,-0.07320908398003878,0.44118225456708327,1.0768601349607434,2.070451828442171,1.2168843568956658,0.08541219594468216,-0.4827014480504542,-0.042964463018646724,2.254979830674115,-0.6256391840408062,-1.3689894141837256,1.5667656345421876,0.2450394587228695,0.057709138835956984,-0.8622049505334092,-1.5731115931919935,-0.9623693152191148,0.2450394587228695,-0.619773376827876,1.5667656345421879,0.0,0.0
